child	child_class	parent	parent_class	child_lemma	parent_lemma	child_gloss
oewn-04568168-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-03845315-n	dul:DesignedArtifact	water jump	obstacle	a pool or stream in a steeplechase or similar contest
oewn-04593266-n	dul:Place	oewn-04097375-n	dul:DesignedArtifact	Winchester	rifle	a shoulder rifle
oewn-04593867-n	dul:InformationRealization	oewn-03742461-n	dul:DesignedArtifact	winder	mechanical device	mechanical device used to wind another device that is driven by a spring (as a clock)
oewn-86432478-n	dul:Action	oewn-02781674-n	dul:DesignedArtifact	softball	ball	ball used in playing softball
oewn-04624798-n	dul:Amount	oewn-00024444-n	dul:Region	common denominator	attribute	an attribute that is common to all members of a category
oewn-04706004-n	dul:Action	oewn-04936599-n	dul:Quality	order	artistic style	(architecture) one of original three styles of Greek architecture distinguished by the type of column and entablature used or a style developed from t
oewn-04706346-n	dul:Quality	oewn-04706004-n	dul:Action	Doric order	order	the oldest and simplest of the Greek orders and the only one that normally has no base
oewn-04706505-n	dul:Quality	oewn-04706004-n	dul:Action	Ionic order	order	the second Greek order; the capital is decorated with spiral scrolls
oewn-04706646-n	dul:Quality	oewn-04706004-n	dul:Action	Corinthian order	order	the last Greek order; similar to the Ionic order except the capital is decorated with carvings of acanthus leaves
oewn-04706822-n	dul:Quality	oewn-04706004-n	dul:Action	Composite order	order	a Roman order that combines the Corinthian acanthus leaves with the spiral scrolls of the Ionic order
oewn-04706985-n	dul:Quality	oewn-04706004-n	dul:Action	Tuscan order	order	a Roman order that resembles the Doric order but without a fluted shaft
oewn-04740444-n	dul:Quality	oewn-04941723-n	dul:Substance	gaseousness	consistency	having the consistency of a gas
oewn-04784873-n	ontopic:Topic	oewn-04784337-n	dul:Quality	lodgment	fastness	the state or quality of being lodged or fixed even temporarily
oewn-04941723-n	dul:Substance	oewn-04923519-n	dul:Quality	consistency	property	the property of holding together and retaining its shape
oewn-04942180-n	dul:Quality	oewn-04941723-n	dul:Substance	viscosity	consistency	resistance of a liquid to shear forces (and hence to flow)
oewn-04943580-n	dul:Quality	oewn-04941723-n	dul:Substance	thickness	consistency	resistance to flow
oewn-04944023-n	dul:Quality	oewn-04941723-n	dul:Substance	thinness	consistency	a consistency of low viscosity
oewn-04945025-n	dul:Quality	oewn-04941723-n	dul:Substance	hardness	consistency	the property of being rigid and resistant to pressure; not easily scratched; measured on Mohs scale
oewn-04945405-n	dul:Quality	oewn-04941723-n	dul:Substance	softness	consistency	the property of giving little resistance to pressure and being easily cut or molded
oewn-04946501-n	dul:Quality	oewn-04941723-n	dul:Substance	breakableness	consistency	the consistency of something that breaks under pressure
oewn-04947164-n	dul:Quality	oewn-04941723-n	dul:Substance	unbreakableness	consistency	a consistency of something that does not break under pressure
oewn-04947323-n	dul:Quality	oewn-04941723-n	dul:Substance	porosity	consistency	the property of being porous; being able to absorb fluids
oewn-04948301-n	dul:Quality	oewn-04941723-n	dul:Substance	solidity	consistency	the consistency of a solid
oewn-04972548-n	dul:FunctionalSubstance	oewn-04966849-n	dul:Quality	salmon	chromatic color	a pale pinkish orange color
oewn-05001591-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	oewn-04999341-n	dul:Quality	sweetness	taste property	the property of tasting as if it contains sugar
oewn-05001792-n	dul:Quality	oewn-05001591-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	saccharinity	sweetness	the excessive sweetness of saccharin
oewn-05001905-n	dul:Quality	oewn-05001591-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	sugariness	sweetness	the sweetness of sugar
oewn-05018346-n	dul:Action	oewn-05017811-n	dul:Quality	echo	reflection	a reflected television or radio or radar beam
oewn-05018974-n	dul:Quality	oewn-13597072-n	dul:Amount	temperature	fundamental quantity	the degree of hotness or coldness of a body or environment (corresponding to its molecular activity)
oewn-05022301-n	dul:Quality	oewn-04529716-n	dul:PhysicalObject	coldness	vasoconstrictor	the absence of heat
oewn-05031420-n	dul:Quality	oewn-13597072-n	dul:Amount	mass	fundamental quantity	the property of a body that causes it to have weight in a gravitational field
oewn-05128135-n	dul:Quality	oewn-13873264-n	dul:Amount	margin of safety	index	the margin required in order to insure safety
oewn-05136466-n	dul:Quality	oewn-13597072-n	dul:Amount	length	fundamental quantity	the linear extent in space from one end to the other; the longest dimension of something that is fixed in place
oewn-05176417-n	dul:Amount	oewn-05175788-n	dul:Quality	magnitude	importance	relative importance
oewn-05182180-n	dul:Right	oewn-05862715-n	coll:InformationCollection	right	abstraction	an abstract idea of that which is due to a person or governmental body by law or tradition or nature
oewn-05221867-n	dul:Quality	oewn-07033652-n	dul:InformationRealization	extension	dance	the ability to raise the working leg high in the air
oewn-05227735-n	dul:BiologicalObject	oewn-09408804-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	body part	part	any part of an organism such as an organ or extremity
oewn-05245612-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-05294035-n	dul:BiologicalObject	skin	connective tissue	a natural protective body covering and site of the sense of touch
oewn-05271231-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-05522061-n	dul:BiologicalObject	minge	female genitalia	vulgar term for a woman's pubic hair or genitals
oewn-05327912-n	dul:Action	oewn-05305022-n	dul:BiologicalObject	lens	organ	biconvex transparent body situated behind the iris in the eye; its role (along with the cornea) is to focus light on the retina
oewn-05408321-n	dul:InformationRealization	oewn-05407944-n	dul:FunctionalSubstance	B	blood group	the blood group whose red cells carry the B antigen
oewn-05409434-n	dul:FunctionalSubstance	oewn-07977630-n	dul:DesignedArtifact	clot	ball	a lump of material formed from the content of a liquid
oewn-05415233-n	dul:FunctionalSubstance	oewn-04529716-n	dul:PhysicalObject	noradrenaline	vasoconstrictor	a catecholamine precursor of epinephrine that is secreted by the adrenal medulla and also released at synapses
oewn-05415731-n	dul:FunctionalSubstance	oewn-04529716-n	dul:PhysicalObject	epinephrine	vasoconstrictor	a catecholamine secreted by the adrenal medulla in response to stress (trade name Adrenalin); stimulates autonomic nerve action
oewn-05421216-n	dul:InformationRealization	oewn-05420584-n	dul:FunctionalSubstance	triiodothyronine	thyroid hormone	thyroid hormone similar to thyroxine but with one less iodine atom per molecule and produced in smaller quantity; exerts the same biological effects a
oewn-05421490-n	dul:FunctionalSubstance	oewn-04529716-n	dul:PhysicalObject	vasopressin	vasoconstrictor	hormone secreted by the posterior pituitary gland (trade name Pitressin) and also by nerve endings in the hypothalamus; affects blood pressure by stim
oewn-05463658-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08637636-n	dul:SpaceRegion	blind spot	point	the point where the optic nerve enters the retina; not sensitive to light
oewn-05471756-n	dul:FunctionalSubstance	oewn-05236952-n	dul:BiologicalObject	nerve fiber	fiber	a threadlike extension of a nerve cell
oewn-05564228-n	dul:BiologicalObject	oewn-08637636-n	dul:SpaceRegion	navel	point	a scar where the umbilical cord was attached
oewn-05583825-n	dul:FunctionalSubstance	oewn-05232895-n	dul:BiologicalObject	ball	structure	a more or less rounded anatomical body or mass
oewn-05594409-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-05593033-n	dul:BiologicalObject	exoskeleton	skeletal system	the exterior protective or supporting structure or shell of many animals (especially invertebrates) including bony or horny parts such as nails or sca
oewn-05596396-n	dul:InformationRealization	oewn-05596201-n	dul:BiologicalObject	atlas	cervical vertebra	the 1st cervical vertebra
oewn-05614881-n	dul:FunctionalSubstance	oewn-05232895-n	dul:BiologicalObject	corona	structure	(anatomy) any structure that resembles a crown in shape
oewn-05619605-n	dul:Place	oewn-00023451-n	conc:InternalRepresentation	place	cognition	an abstract mental location
oewn-05621745-n	rol:Status	oewn-05624890-n	dul:Quality	astuteness	wisdom	the intellectual ability to penetrate deeply into ideas
oewn-05624029-n	dul:Quality	oewn-00023451-n	conc:InternalRepresentation	ability	cognition	possession of the qualities (especially mental qualities) required to do something or get something done
oewn-05709685-n	dul:Process	oewn-00023451-n	conc:InternalRepresentation	process	cognition	a mental process that you are not directly aware of
oewn-05724524-n	dul:FunctionalSubstance	oewn-05723230-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	sweet	taste	the taste experience when sugar dissolves in the mouth
oewn-05739724-n	dul:Situation	oewn-05736623-n	dul:Pattern	configuration	design	an arrangement of parts or elements
oewn-05757039-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-05756783-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	Rubicon	line	a line that when crossed permits of no return and typically results in irrevocable commitment
oewn-05830135-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-05828980-n	dul:InformationObject	sample	example	a small part of something intended as representative of the whole
oewn-05854581-n	dul:Norm	oewn-05844071-n	coll:InformationCollection	rule	concept	a principle or condition that customarily governs behavior
oewn-05879538-n	dul:Norm	oewn-05844071-n	coll:InformationCollection	law	concept	a rule or body of rules of conduct inherent in human nature and essential to or binding upon human society
oewn-05881589-n	dul:Theory	oewn-05844071-n	coll:InformationCollection	law	concept	a generalization that describes recurring facts or events in nature
oewn-05897536-n	dul:Theory	oewn-05844071-n	coll:InformationCollection	hypothesis	concept	a tentative insight into the natural world; a concept that is not yet verified but that if true would explain certain facts or phenomena
oewn-05907175-n	dul:Plan	oewn-05842164-n	coll:InformationCollection	plan	idea	a series of steps to be carried out or goals to be accomplished
oewn-05921146-n	ontopic:Topic	oewn-05907175-n	dul:Plan	road map	plan	a detailed plan or explanation to guide you in setting standards or determining a course of action
oewn-05922828-n	ontopic:Topic	oewn-05922588-n	coll:InformationCollection	shahadah	pillar of Islam	the first pillar of Islam is an affirmation of faith
oewn-05928866-n	ontopic:Topic	oewn-05842164-n	coll:InformationCollection	theme	idea	a unifying idea that is a recurrent element in literary or artistic work
oewn-05930500-n	dul:Personification	oewn-05929717-n	dul:Relation	hypostasis	kernel	(metaphysics) essential nature or underlying reality
oewn-06005806-n	ontopic:Topic	oewn-06008444-n	coll:InformationCollection	discipline	knowledge domain	a branch of knowledge
oewn-06006992-n	ontopic:Topic	oewn-06008444-n	coll:InformationCollection	region	knowledge domain	a knowledge domain that you are interested in or are communicating about
oewn-06008718-n	ontopic:Topic	oewn-06008444-n	coll:InformationCollection	scientific knowledge	knowledge domain	knowledge accumulated by systematic study and organized by general principles
oewn-06163988-n	ontopic:Topic	oewn-04936599-n	dul:Quality	neoclassicism	artistic style	revival of a classical style (in art or literature or architecture or music) but from a new perspective or with a new motivation
oewn-06164248-n	ontopic:Topic	oewn-04936599-n	dul:Quality	classicism	artistic style	a movement in literature and art during the 17th and 18th centuries in Europe that favored rationality and restraint and strict forms
oewn-06293036-n	dul:Process	oewn-00033319-n	dul:InformationObject	contagion	communication	the communication of an attitude or emotional state among a number of people
oewn-06360400-n	dul:SpaceRegion	oewn-07025650-n	dul:InformationRealization	dateline	line	a line at the beginning of a news article giving the date and place of origin of the news dispatch
oewn-06367706-n	dul:InformationRealization	oewn-05864972-n	dul:Amount	argument	value	(computer science) a reference or value that is passed to a function, procedure, subroutine, command, or program
oewn-06485960-n	dul:InformationRealization	oewn-01009405-n	dul:Action	personality inventory	personality test	a questionnaire that is supposed to yield a description of a person's personality traits
oewn-06495143-n	dul:Place	oewn-06494090-n	dul:Relation	place	item	an item on a list or in a sequence
oewn-06504429-n	dul:Place	oewn-06492991-n	ontopic:Topic	key	list	a list of answers to a test
oewn-06594937-n	dul:Action	oewn-06597067-n	dul:InformationRealization	call	instruction	an instruction that interrupts the program being executed
oewn-06595162-n	dul:InformationRealization	oewn-06594937-n	dul:Action	function call	call	a call that passes control to a subroutine; after the subroutine is executed control returns to the next instruction in main program
oewn-06599393-n	dul:InformationRealization	oewn-06594937-n	dul:Action	system call	call	an instruction that interrupts the program being executed and passes control to the supervisor
oewn-06604544-n	dul:DesignedArtifact	oewn-07039821-n	dul:InformationRealization	rock opera	opera	an opera with rock music
oewn-06607555-n	dul:InformationRealization	oewn-06274022-n	dul:DesignedArtifact	magazine	press	a periodic publication containing pictures and stories and articles of interest to those who purchase it or subscribe to it
oewn-06719080-n	dul:Quality	oewn-06709228-n	dul:InformationRealization	distinction	award	an honor awarded to someone in recognition of achievement or superiority
oewn-06733349-n	ontopic:Topic	oewn-07175534-n	dul:Action	slander	speech act	words falsely spoken that damage the reputation of another
oewn-06808147-n	dul:InformationRealization	oewn-03859254-n	dul:DesignedArtifact	bar sinister	ordinary	a mark of bastardy; lines from top right to bottom left
oewn-06895059-n	dul:InformationRealization	oewn-03359749-n	dul:DesignedArtifact	national flag	flag	an emblem flown as a symbol of nationality
oewn-06896775-n	dul:InformationRealization	oewn-04424036-n	dul:DesignedArtifact	swastika	tetraskelion	the official emblem of the Nazi Party and the Third Reich; a cross with the arms bent at right angles in a clockwise direction
oewn-06913829-n	dul:PhysicalPlace	oewn-06913460-n	dul:InformationObject	Java	object-oriented programming language	a platform-independent object-oriented programming language
oewn-06921177-n	dul:Place	oewn-06932906-n	dul:InformationObject	Biloxi	Siouan	the Siouan language spoken by the Biloxi
oewn-06921476-n	dul:Place	oewn-06919747-n	dul:InformationObject	Cheyenne	Algonquian	the Algonquian language spoken by the Cheyenne
oewn-06921744-n	dul:Place	oewn-06921577-n	dul:InformationObject	Iowa	Chiwere	a dialect of the Chiwere language spoken by the Iowa
oewn-06921855-n	dul:PhysicalPlace	oewn-06921577-n	dul:InformationObject	Missouri	Chiwere	a dialect of the Chiwere language spoken by the Missouri
oewn-06922254-n	dul:Place	oewn-06932906-n	dul:InformationObject	Dakota	Siouan	the Siouan language spoken by the Dakota
oewn-06924260-n	dul:Place	oewn-06922448-n	dul:InformationObject	Omaha	Dhegiha	the Dhegiha dialect spoken by the Omaha
oewn-06924351-n	dul:PhysicalPlace	oewn-06922448-n	dul:InformationObject	Osage	Dhegiha	the Dhegiha dialect spoken by the Osage
oewn-06925513-n	dul:Place	oewn-06926089-n	dul:InformationObject	Muskogee	Muskhogean	the Muskhogean language spoken by the Muskogee
oewn-06928797-n	dul:Place	oewn-06928377-n	dul:InformationObject	Wichita	Caddo	the Caddoan language spoken by the Wichita
oewn-06934728-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-06934370-n	dul:InformationObject	Shasta	Shastan	the Shastan language spoken by the Shasta
oewn-06935959-n	dul:Place	oewn-06934822-n	dul:InformationObject	Mohave	Yuman	the Yuman language spoken by the Mohave
oewn-06936269-n	dul:Place	oewn-06934822-n	dul:InformationObject	Yuma	Yuman	the Yuman language spoken by the Yuma
oewn-06958441-n	dul:PhysicalPlace	oewn-06956320-n	dul:InformationObject	Baltic	Balto-Slavic	a branch of the Indo-European family of languages related to the Slavonic languages; Baltic languages have preserved many archaic features that are be
oewn-06958779-n	dul:InformationObject	oewn-06958441-n	dul:PhysicalPlace	Old Prussian	Baltic	a dead language of the (non-German) Prussians (extinct after 1700); thought to belong to the Baltic branch of Indo-European
oewn-06958961-n	dul:InformationObject	oewn-06958441-n	dul:PhysicalPlace	Lithuanian	Baltic	the official language of Lithuania; belongs to the Baltic branch of Indo-European
oewn-06959117-n	dul:InformationObject	oewn-06958441-n	dul:PhysicalPlace	Latvian	Baltic	the official language of Latvia; belongs to the Baltic branch of Indo-European
oewn-06972672-n	dul:PhysicalPlace	oewn-06972324-n	dul:InformationObject	Enets	Samoyedic	the Uralic language spoken by the Yeniseian
oewn-07008689-n	dul:Place	oewn-07004640-n	dul:InformationObject	Tonga	Bantu	the language of the Tongan people of south central Africa (Zambia and Zimbabwe)
oewn-07032286-n	dul:InformationRealization	oewn-07032045-n	dul:Action	musical	play	a play or film whose action and dialogue is interspersed with singing and dancing
oewn-07059027-n	dul:Quality	oewn-07058663-n	dul:InformationRealization	forte	passage	a musical composition or musical passage to be performed loudly
oewn-07125323-n	dul:Action	oewn-00033319-n	dul:InformationObject	voice	communication	the sound made by the vibration of vocal folds modified by the resonance of the vocal tract
oewn-07140494-n	dul:Personification	oewn-07140231-n	dul:InformationRealization	devil	exclamation	a word used in exclamations of confusion
oewn-07188789-n	dul:Situation	oewn-07185404-n	ontopic:Topic	reconstruction	interpretation	an interpretation formed by piecing together bits of evidence
oewn-07200808-n	dul:InformationRealization	oewn-07199985-n	dul:Action	invitation	request	a request (spoken or written) to participate or be present or take part in something
oewn-07205353-n	ontopic:Topic	oewn-07199985-n	dul:Action	call	request	a request
oewn-07205500-n	dul:Action	oewn-07205353-n	ontopic:Topic	recall	call	a call to return
oewn-07241205-n	ontopic:Topic	oewn-07175534-n	dul:Action	promise	speech act	a verbal commitment by one person to another agreeing to do (or not to do) something in the future
oewn-07254088-n	dul:InformationRealization	oewn-07253354-n	dul:Action	dithyramb	address	a wildly enthusiastic speech or piece of writing
oewn-07278413-n	dul:InformationRealization	oewn-07444811-n	dul:EventType	clutter	noise	unwanted echoes that interfere with the observation of signals on a radar screen
oewn-07282166-n	dul:FunctionalSubstance	oewn-07281865-n	dul:InformationRealization	mace	staff	a ceremonial staff carried as a symbol of office or authority
oewn-07286647-n	dul:Amount	oewn-07284884-n	dul:InformationRealization	spot	marker	a mark on a die or on a playing card (shape depending on the suit)
oewn-07289595-n	dul:InformationRealization	oewn-01230591-n	dul:Action	curtsy	reverence	bending the knees; a gesture of respect made by women
oewn-92440700-n	dul:FunctionalSubstance	oewn-07284884-n	dul:InformationRealization	franking	marker	device or marking such as postage stamp, printed or stamped impressions, codings, labels, manuscript writings, or any other authorized form of marking
oewn-07342905-n	dul:Parameter	oewn-07342405-n	dul:Situation	parameter	factor	any factor that defines a system and determines (or limits) its performance
oewn-07350181-n	dul:FunctionalSubstance	oewn-07349090-n	dul:EventType	wrack	destruction	the destruction or collapse of something
oewn-07379793-n	dul:FunctionalSubstance	oewn-07379624-n	dul:EventType	turkey	flop	an event that fails badly or is totally ineffectual
oewn-07435916-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	oewn-07332364-n	dul:EventType	breakdown	failure	a cessation of normal operation
oewn-07436180-n	dul:EventType	oewn-07435916-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	brake failure	breakdown	brakes fail to stop a vehicle
oewn-07436269-n	dul:EventType	oewn-07435916-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	engine failure	breakdown	engine does not run
oewn-07436349-n	dul:EventType	oewn-07435916-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	misfire	breakdown	an explosion that fails to occur
oewn-07436459-n	dul:EventType	oewn-07435916-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	outage	breakdown	a temporary suspension of operation (as of computers)
oewn-07436636-n	dul:EventType	oewn-07435916-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	power outage	breakdown	equipment failure resulting when the supply of power fails
oewn-07436844-n	dul:EventType	oewn-07435916-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	fault	breakdown	(electronics) equipment failure attributable to some defect in a circuit (loose connection or insulation failure or short circuit etc.)
oewn-07499249-n	dul:Quality	oewn-07498762-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	languor	apathy	a feeling of lack of interest or energy
oewn-07683818-n	dul:DesignedArtifact	oewn-07669003-n	dul:FunctionalSubstance	rack	cut	rib section of a forequarter of veal or pork or especially lamb or mutton
oewn-07684101-n	dul:FunctionalSubstance	oewn-07683818-n	dul:DesignedArtifact	rack of lamb	rack	a roast of the rib section of lamb
oewn-07713570-n	dul:Personification	oewn-07711710-n	dul:FunctionalSubstance	bomber	sandwich	a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); diffe
oewn-07721676-n	dul:FunctionalSubstance	oewn-13155706-n	dul:BiologicalObject	edible fruit	fruit	edible reproductive body of a seed plant especially one having sweet flesh
oewn-07755101-n	dul:FunctionalSubstance	oewn-13159619-n	dul:BiologicalObject	apple	pome	fruit with red or yellow or green skin and sweet to tart crisp whitish flesh
oewn-07760787-n	dul:FunctionalSubstance	oewn-13159435-n	dul:BiologicalObject	blackberry	drupelet	large sweet black or very dark purple edible aggregate fruit of any of various bushes of the genus Rubus
oewn-07761442-n	dul:FunctionalSubstance	oewn-13159435-n	dul:BiologicalObject	raspberry	drupelet	red or black edible aggregate berries usually smaller than the related blackberries
oewn-07766980-n	dul:FunctionalSubstance	oewn-13159085-n	dul:BiologicalObject	peach	drupe	downy juicy fruit with sweet yellowish or whitish flesh
oewn-07767427-n	dul:FunctionalSubstance	oewn-13159085-n	dul:BiologicalObject	plum	drupe	any of numerous varieties of small to medium-sized round or oval fruit having a smooth skin and a single pit
oewn-07773108-n	dul:FunctionalSubstance	oewn-13159085-n	dul:BiologicalObject	cherry	drupe	a red fruit with a single hard stone
oewn-07781184-n	dul:FunctionalSubstance	oewn-13159085-n	dul:BiologicalObject	elderberry	drupe	berrylike fruit of an elder used for e.g. wines and jellies
oewn-07781975-n	dul:FunctionalSubstance	oewn-13159085-n	dul:BiologicalObject	jujube	drupe	dark red plumlike fruit of Old World buckthorn trees
oewn-07783320-n	dul:FunctionalSubstance	oewn-13159085-n	dul:BiologicalObject	olive	drupe	one-seeded fruit of the European olive tree usually pickled and used as a relish
oewn-07783823-n	dul:FunctionalSubstance	oewn-13159619-n	dul:BiologicalObject	pear	pome	sweet juicy gritty-textured fruit available in many varieties
oewn-07785560-n	dul:FunctionalSubstance	oewn-13159619-n	dul:BiologicalObject	quince	pome	aromatic acid-tasting pear-shaped fruit used in preserves
oewn-07820876-n	dul:Place	oewn-07820299-n	dul:FunctionalSubstance	paddy	rice	rice in the husk either gathered or still in the field
oewn-07842067-n	dul:Place	oewn-07846569-n	dul:FunctionalSubstance	Tabasco	hot sauce	very spicy sauce (trade name Tabasco) made from fully-aged red peppers
oewn-07857013-n	dul:Quality	oewn-07825072-n	dul:FunctionalSubstance	egg white	ingredient	the white part of an egg; the nutritive and protective gelatinous substance surrounding the yolk consisting mainly of albumin dissolved in water
oewn-07910273-n	dul:Substance	oewn-07911212-n	dul:Place	Medoc	Bordeaux	red Bordeaux wine from the Medoc district of southwestern France
oewn-07910526-n	dul:Place	oewn-07908788-n	dul:Substance	Chablis	white wine	dry white table wine of Chablis, France or a wine resembling it
oewn-07911212-n	dul:Place	oewn-07907701-n	dul:Substance	Bordeaux	wine	any of several red or white wines produced around Bordeaux, France or wines resembling them
oewn-07911410-n	dul:Substance	oewn-07911212-n	dul:Place	claret	Bordeaux	dry red Bordeaux or Bordeaux-like wine
oewn-07916856-n	dul:PhysicalPlace	oewn-07916646-n	dul:Substance	Madeira	fortified wine	an amber dessert wine from the Madeira Islands
oewn-07916974-n	dul:Substance	oewn-07916856-n	dul:PhysicalPlace	malmsey	Madeira	sweet Madeira wine
oewn-07954389-n	dul:PhysicalObject	oewn-07578060-n	dul:FunctionalSubstance	vitamin pill	dietary supplement	a pill containing one or more vitamins; taken as a dietary supplement
oewn-07961512-n	dul:Right	oewn-07958392-n	coll:AgentCollection	community	people	a group of people having a religion, ethnic, profession, or other particular characteristic in common
oewn-07971643-n	ontopic:Topic	oewn-07968050-n	dul:Collection	content	collection	(usually plural) everything that is included in a collection and that is held or included in something
oewn-07977630-n	dul:DesignedArtifact	oewn-07975883-n	dul:FunctionalSubstance	ball	agglomeration	a compact mass
oewn-07977884-n	dul:FunctionalSubstance	oewn-07977630-n	dul:DesignedArtifact	gob	ball	a lump of slimy stuff
oewn-07977993-n	dul:FunctionalSubstance	oewn-07977630-n	dul:DesignedArtifact	clew	ball	a ball of yarn or cord or thread
oewn-08069082-n	dul:PhysicalPlace	oewn-08067430-n	dul:Organization	Downing Street	government	the British government
oewn-08090304-n	dul:PhysicalPlace	oewn-08089673-n	dul:Organization	Wall Street	market	used to allude to the securities industry of the United States
oewn-08164026-n	dul:Action	oewn-08163789-n	dul:Organization	communion	denomination	(Christianity) a group of Christians with a common religious faith who practice the same rites
oewn-08190414-n	dul:PhysicalPlace	oewn-08311617-n	dul:Organization	European Union	world organization	an international organization of European countries formed after World War II to reduce trade barriers and increase cooperation among its members
oewn-08289273-n	dul:DesignedArtifact	oewn-08215338-n	dul:Organization	echelon	military unit	a body of troops arranged in a line
oewn-08296219-n	dul:Organization	oewn-08301402-n	dul:PhysicalObject	academy	secondary school	a secondary school (usually private)
oewn-08301402-n	dul:PhysicalObject	oewn-08293641-n	dul:Organization	secondary school	school	a school for students intermediate between elementary school and college; usually grades 9 to 12
oewn-08302515-n	dul:Organization	oewn-08301402-n	dul:PhysicalObject	trade school	secondary school	a secondary school teaching the skilled trades
oewn-08320205-n	dul:Organization	oewn-08321825-n	dul:Process	confederation	union	a union of political organizations
oewn-08321674-n	dul:Organization	oewn-08321825-n	dul:Process	enosis	union	the union of Greece and Cyprus (which is the goal of a group of Greek Cypriots)
oewn-08321825-n	dul:Process	oewn-08376876-n	dul:Organization	union	political unit	a political unit formed from previously independent people or organizations
oewn-08322044-n	dul:Organization	oewn-08321825-n	dul:Process	league	union	an association of states or organizations or individuals for common action
oewn-08322498-n	dul:Organization	oewn-08321825-n	dul:Process	customs union	union	an association of nations to promote free trade within the union and set common tariffs for nations that are not members
oewn-08372718-n	dul:Place	oewn-08069301-n	dul:Organization	United States government	federal government	the executive and legislative and judicial branches of the federal government of the United States
oewn-08426574-n	dul:Organization	oewn-08301402-n	dul:PhysicalObject	senior high school	secondary school	a public secondary school usually including grades 9 through 12
oewn-08426792-n	dul:Organization	oewn-08301402-n	dul:PhysicalObject	junior high school	secondary school	a secondary school usually including 7th and 8th grades
oewn-08426926-n	dul:Organization	oewn-08301402-n	dul:PhysicalObject	preparatory school	secondary school	a private secondary school
oewn-08427645-n	dul:Organization	oewn-08301402-n	dul:PhysicalObject	public school	secondary school	private independent secondary school in Great Britain supported by endowment and tuition
oewn-08429915-n	dul:Organization	oewn-08301402-n	dul:PhysicalObject	grammar school	secondary school	a secondary school emphasizing Latin and Greek in preparation for college
oewn-08430049-n	dul:Organization	oewn-08301402-n	dul:PhysicalObject	secondary modern school	secondary school	a former British secondary school emphasizing practical rather than academic education
oewn-08430205-n	dul:Organization	oewn-08301402-n	dul:PhysicalObject	comprehensive school	secondary school	a large British or Canadian secondary school for children of all abilities
oewn-08514304-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	area	region	a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)
oewn-08516085-n	dul:Substance	oewn-08647614-n	dul:PhysicalPlace	atmosphere	region	the mass of air surrounding the Earth
oewn-08518586-n	dul:Substance	oewn-08647614-n	dul:PhysicalPlace	heliosphere	region	the region inside the heliopause containing the sun and solar system
oewn-08519072-n	dul:SpaceRegion	oewn-08647614-n	dul:PhysicalPlace	deep space	region	any region in space outside the solar system
oewn-08519528-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	backwater	region	a place or condition in which no development or progress is occurring
oewn-08526463-n	dul:Place	oewn-08647614-n	dul:PhysicalPlace	zone	region	an area or region distinguished from adjacent parts by a distinctive feature or characteristic
oewn-08526807-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-08647614-n	dul:PhysicalPlace	belt	region	an elongated region where a specific condition or characteristic is found
oewn-08529042-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-08647614-n	dul:PhysicalPlace	bottom	region	the lowest part of anything
