child	child_class	parent	parent_class	child_lemma	parent_lemma	child_gloss
oewn-04638655-n	dul:Quality	oewn-00024444-n	dul:Region	uncheerfulness	attribute	not conducive to cheer or good spirits
oewn-04682325-n	coll:InformationCollection	oewn-04681322-n	dul:Quality	color	appearance	the appearance of objects (or light sources) described in terms of a person's perception of their hue and lightness (or brightness) and saturation
oewn-04701438-n	dul:Situation	oewn-04699505-n	dul:Quality	burn	blemish	a place or area that has been burned (especially on a person's body)
oewn-04701641-n	dul:Quality	oewn-04701438-n	dul:Situation	cigarette burn	burn	a burn mark left by a smoldering cigarette
oewn-04703780-n	dul:Situation	oewn-04699505-n	dul:Quality	wart	blemish	(pathology) a firm abnormal elevated blemish on the skin; caused by a virus
oewn-04716529-n	dul:Situation	oewn-04731092-n	dul:Quality	difficulty	quality	the quality of being almost beyond one's ability to deal with and requiring a great effort to achieve a positive result
oewn-04716861-n	dul:Quality	oewn-04716529-n	dul:Situation	effortfulness	difficulty	the quality of requiring deliberate effort
oewn-04717403-n	dul:Quality	oewn-04716529-n	dul:Situation	asperity	difficulty	something hard to endure
oewn-04717864-n	dul:Quality	oewn-04716529-n	dul:Situation	hardness	difficulty	the quality of being difficult to do
oewn-04718142-n	dul:Quality	oewn-04716529-n	dul:Situation	formidability	difficulty	impressive difficulty
oewn-04718307-n	dul:Quality	oewn-04716529-n	dul:Situation	burdensomeness	difficulty	unwelcome burdensome difficulty
oewn-04718532-n	dul:Quality	oewn-04716529-n	dul:Situation	subtlety	difficulty	the quality of being difficult to detect or analyze
oewn-04718711-n	dul:Quality	oewn-04716529-n	dul:Situation	troublesomeness	difficulty	a difficulty that causes anxiety
oewn-04730562-n	dul:Theory	oewn-00024444-n	dul:Region	ethos	attribute	(anthropology) the distinctive spirit of a culture or an era
oewn-04731092-n	dul:Quality	oewn-00024444-n	dul:Region	quality	attribute	an essential and distinguishing attribute of something or someone
oewn-04900165-n	dul:Situation	oewn-04899989-n	dul:Quality	providence	prudence	the prudence and care exercised by someone in the management of resources
oewn-04900367-n	dul:Quality	oewn-04900165-n	dul:Situation	foresight	providence	providence by virtue of planning prudently for the future
oewn-04923519-n	dul:Quality	oewn-00024444-n	dul:Region	property	attribute	a basic or essential property shared by all members of a class
oewn-04928044-n	dul:Collection	oewn-04923519-n	dul:Quality	heredity	property	the total of inherited attributes
oewn-04928188-n	dul:Collection	oewn-00024444-n	dul:Region	inheritance	attribute	any attribute or immaterial possession that is inherited from ancestors
oewn-04973194-n	dul:Person	oewn-04966849-n	dul:Quality	blond	chromatic color	a light grayish yellow to near white
oewn-05020826-n	dul:Situation	oewn-05018974-n	dul:Quality	dew point	temperature	the temperature at which the water vapor in the air becomes saturated and condensation begins
oewn-05022063-n	dul:Situation	oewn-05018974-n	dul:Quality	body temperature	temperature	temperature of the body; normally 98.6 F or 37 C in humans; usually measured to obtain a quick evaluation of a person's health
oewn-05124030-n	dul:Place	oewn-05123104-n	dul:Quality	wilderness	profusion	a bewildering profusion
oewn-05223633-n	dul:Organism	oewn-00019308-n	dul:PhysicalObject	body	natural object	the entire physical structure of an organism (an animal, plant, or human being)
oewn-05428930-n	dul:Situation	oewn-05426061-n	dul:BiologicalObject	varicose vein	vein	a vein that is permanently dilated; most common in the legs
oewn-05569467-n	dul:Situation	oewn-05568420-n	dul:BiologicalObject	bowleg	leg	a leg bowed outward at the knee (or below the knee)
oewn-05611405-n	dul:Situation	oewn-05477841-n	dul:BiologicalObject	excrescence	process	(pathology) an abnormal outgrowth or enlargement of some part of the body
oewn-05611777-n	dul:Norm	oewn-05227735-n	dul:BiologicalObject	rudiment	body part	the remains of a body part that was functional at an earlier stage of life
oewn-05619850-n	coll:InformationCollection	oewn-00023451-n	conc:InternalRepresentation	public knowledge	cognition	knowledge that is available to anyone
oewn-05633662-n	dul:Place	oewn-05633248-n	dul:Quality	imaginary place	imagination	a place that exists only in imagination; a place said to exist in fictional or religious writings
oewn-05652767-n	dul:Situation	oewn-00023451-n	conc:InternalRepresentation	inability	cognition	lack of ability (especially mental ability) to do something
oewn-05658913-n	coll:InformationCollection	oewn-00023451-n	conc:InternalRepresentation	lexis	cognition	all of the words in a language; all word forms having meaning or grammatical function
oewn-05659087-n	coll:InformationCollection	oewn-00023451-n	conc:InternalRepresentation	vocabulary	cognition	a language user's knowledge of words
oewn-05674544-n	dul:Theory	oewn-05672990-n	dul:Quality	simulation	technique	(computer science) the technique of representing the real world by a computer program
oewn-05675040-n	dul:Method	oewn-00023451-n	conc:InternalRepresentation	practice	cognition	knowledge of how something is usually done
oewn-05678816-n	dul:System	oewn-05678554-n	dul:Situation	worldly concern	concern	the concerns of this life as distinguished from heaven and the afterlife
oewn-05682428-n	dul:Event	oewn-05677778-n	dul:Situation	set	cognitive state	(psychology) being temporarily ready to respond in a particular way
oewn-05694286-n	dul:Situation	oewn-00023451-n	conc:InternalRepresentation	cognitive factor	cognition	something immaterial (as a circumstance or influence) that contributes to producing a result
oewn-05818169-n	dul:Place	oewn-00002137-n	dul:Description	otherworld	abstraction	an abstract spiritual world beyond earthly reality
oewn-05819406-n	coll:InformationCollection	oewn-05819240-n	dul:FunctionalSubstance	pabulum	food	insipid intellectual nourishment
oewn-05825522-n	dul:Situation	oewn-05824413-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	fact	information	a piece of information about circumstances that exist or events that have occurred
oewn-05829462-n	dul:Situation	oewn-05828980-n	dul:InformationObject	apology	example	a poor example
oewn-05829606-n	dul:Situation	oewn-05828980-n	dul:InformationObject	exception	example	an instance that does not conform to a rule or generalization
oewn-05829846-n	dul:Situation	oewn-05828980-n	dul:InformationObject	precedent	example	an example that is used to justify similar occurrences at a later time
oewn-05830006-n	dul:Situation	oewn-05828980-n	dul:InformationObject	quintessence	example	the most typical example or representative of a type
oewn-05831841-n	dul:Situation	oewn-05824413-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	background	information	information that is essential to understanding a situation or problem
oewn-05832256-n	dul:Situation	oewn-05824413-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	evidence	information	your basis for belief or disbelief; knowledge on which to base belief
oewn-05836008-n	dul:Situation	oewn-05824413-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	stimulation	information	any stimulating information or event; acts to arouse action
oewn-05857811-n	dul:Quality	oewn-05857567-n	coll:InformationCollection	quality	property	a characteristic property that defines the apparent individual nature of something
oewn-05858316-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-05857567-n	coll:InformationCollection	feature	property	a prominent attribute or aspect of something
oewn-05863039-n	dul:Abstract	oewn-05862715-n	coll:InformationCollection	absolute	abstraction	something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is b
oewn-05863377-n	dul:Personification	oewn-05862715-n	coll:InformationCollection	teacher	abstraction	a personified abstraction that teaches
oewn-05863569-n	conc:InternalRepresentation	oewn-05862715-n	coll:InformationCollection	thing	abstraction	a special abstraction
oewn-05863690-n	dul:Amount	oewn-05844071-n	coll:InformationCollection	quantity	concept	the concept that something has a magnitude and can be represented in mathematical expressions by a constant or a variable
oewn-05876035-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-05844071-n	coll:InformationCollection	part	concept	one of the portions into which something is regarded as divided and which together constitute a whole
oewn-05878206-n	dul:System	oewn-05844071-n	coll:InformationCollection	whole	concept	all of something including all its component elements or parts
oewn-05898503-n	dul:Situation	oewn-05844071-n	coll:InformationCollection	fact	concept	a concept whose truth can be proved
oewn-05922953-n	dul:Action	oewn-05922588-n	coll:InformationCollection	salat	pillar of Islam	the second pillar of Islam is prayer; a prescribed liturgy performed five times a day (preferably in a mosque) and oriented toward Mecca
oewn-05923185-n	dul:Action	oewn-05922588-n	coll:InformationCollection	sawm	pillar of Islam	the third pillar of Islam is fasting (primarily during the month of Ramadan); Muslims abstain from food and drink and gambling and all sensuous pleasu
oewn-05923445-n	dul:Action	oewn-05922588-n	coll:InformationCollection	zakat	pillar of Islam	the fourth pillar of Islam is almsgiving as an act of worship
oewn-05923628-n	dul:Situation	oewn-05922588-n	coll:InformationCollection	hajj	pillar of Islam	the fifth pillar of Islam is a pilgrimage to Mecca during the month of Dhu al-Hijja; at least once in a lifetime a Muslim is expected to make a religi
oewn-05926861-n	dul:InformationObject	oewn-05842164-n	coll:InformationCollection	theorem	idea	an idea accepted as a demonstrable truth
oewn-05945830-n	dul:Situation	oewn-05935308-n	coll:InformationCollection	model	representation	a representative form or pattern
oewn-05955536-n	coll:InformationCollection	oewn-04855222-n	dul:Quality	religion	theological virtue	a strong belief in a supernatural power or powers that control human destiny
oewn-05989123-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	oewn-05988776-n	coll:InformationCollection	atheism	unbelief	a lack of belief in the existence of God or gods
oewn-05998364-n	dul:Theory	oewn-05801008-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	theory	explanation	a well-substantiated explanation of some aspect of the natural world; an organized system of accepted knowledge that applies in a variety of circumsta
oewn-06006837-n	dul:Person	oewn-06005806-n	ontopic:Topic	major	discipline	the principal field of study of a student at a university
oewn-06166450-n	coll:InformationCollection	oewn-00023451-n	conc:InternalRepresentation	history	cognition	all that is remembered of the past as preserved in writing; a body of knowledge
oewn-06226571-n	dul:Situation	oewn-06225913-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	reaction	conservatism	extreme conservatism in political or social matters
oewn-06249497-n	coll:InformationCollection	oewn-00895516-n	dul:Action	yoga	discipline	discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of ac
oewn-89312075-n	dul:Personification	oewn-05881099-n	dul:Norm	Dharma	principle	basic principles of the cosmos in Hinduism, Buddhism, Sikhism, Jainism and other religions
oewn-06264799-n	dul:DesignedArtifact	oewn-03580409-n	dul:Right	medium	instrumentality	a means or instrumentality for storing or communicating information
oewn-06337519-n	dul:DesignedArtifact	oewn-06320373-n	coll:Taxon	number	grammatical category	the grammatical category for the forms of nouns and pronouns and verbs that are used depending on the number of entities involved (singular or dual or
oewn-06352347-n	dul:Relation	oewn-10565759-n	dul:Person	Hakham	sage	a Hebrew title of respect for a wise and highly educated man
oewn-06381801-n	dul:Theory	oewn-06378552-n	dul:InformationRealization	utopia	fiction	a work of fiction describing a utopia
oewn-06484080-n	coll:InformationCollection	oewn-06802268-n	dul:InformationRealization	confession	religious doctrine	the document that spells out the belief system of a given church (especially the Reformation churches of the 16th century)
oewn-06484839-n	dul:Right	oewn-06481744-n	dul:InformationRealization	copyright	document	a document granting exclusive right to publish and sell literary or musical or artistic work
oewn-06609408-n	coll:Taxon	oewn-03593583-n	dul:Relation	number	item	a numbered item in a series
oewn-06802268-n	dul:InformationRealization	oewn-05952149-n	coll:InformationCollection	religious doctrine	doctrine	the written body of teachings of a religious group that are generally accepted by that group
oewn-06802658-n	coll:InformationCollection	oewn-06802268-n	dul:InformationRealization	ahimsa	religious doctrine	a Buddhist and Hindu and especially Jainist doctrine holding that all forms of life are sacred and urging the avoidance of violence
oewn-06802899-n	coll:InformationCollection	oewn-06802268-n	dul:InformationRealization	dogma	religious doctrine	a religious doctrine that is proclaimed as true without proof
oewn-06803092-n	coll:InformationCollection	oewn-06802268-n	dul:InformationRealization	ecumenism	religious doctrine	(Christianity) the doctrine of the ecumenical movement that promotes cooperation and better understanding among different religious denominations: aim
oewn-06803414-n	coll:InformationCollection	oewn-06802268-n	dul:InformationRealization	Immaculate Conception	religious doctrine	(Christianity) the Roman Catholic dogma that God preserved the Virgin Mary from any stain of original sin from the moment she was conceived
oewn-06803874-n	coll:InformationCollection	oewn-06802268-n	dul:InformationRealization	Nicene Creed	religious doctrine	(Christianity) a formal creed summarizing Christian beliefs; first adopted in 325 and later expanded
oewn-06804052-n	coll:InformationCollection	oewn-06802268-n	dul:InformationRealization	real presence	religious doctrine	(Christianity) the Christian doctrine that the body of Christ is actually present in the Eucharist
oewn-06809800-n	dul:InformationRealization	oewn-06809500-n	ontopic:Topic	bell-like call	birdcall	a birdcall that resembles the tone of a bell
oewn-06809905-n	dul:InformationRealization	oewn-06809500-n	ontopic:Topic	two-note call	birdcall	a birdcall having two notes
oewn-06839776-n	dul:Person	oewn-06839264-n	dul:InformationRealization	modern	proportional font	a typeface (based on an 18th century design by Gianbattista Bodoni) distinguished by regular shape and hairline serifs and heavy downstrokes
oewn-06882179-n	dul:Organism	oewn-06881093-n	dul:Relation	ti	solfa syllable	the syllable naming the seventh (subtonic) note of any musical scale in solmization
oewn-06919215-n	dul:Person	oewn-06916947-n	dul:InformationObject	Amerind	natural language	any of the languages spoken by Amerindians
oewn-06919747-n	dul:InformationObject	oewn-06919215-n	dul:Person	Algonquian	Amerind	family of North American Indian languages spoken from Labrador to South Carolina and west to the Great Plains
oewn-06920343-n	dul:InformationObject	oewn-06919215-n	dul:Person	Atakapa	Amerind	a language spoken by the Atakapa of the Gulf Coast of Louisiana and Texas
oewn-06920504-n	dul:InformationObject	oewn-06919215-n	dul:Person	Athapaskan	Amerind	a group of Amerindian languages (the name coined by an American anthropologist, Edward Sapir)
oewn-06922347-n	dul:Person	oewn-06919747-n	dul:InformationObject	Delaware	Algonquian	the Algonquian language spoken by the Delaware
oewn-06922910-n	dul:Person	oewn-06919747-n	dul:InformationObject	Illinois	Algonquian	the Algonquian language of the Illinois and Miami
oewn-06924738-n	dul:Person	oewn-06919747-n	dul:InformationObject	Powhatan	Algonquian	the Algonquian language of the Powhatan
oewn-06925024-n	dul:Person	oewn-06926089-n	dul:InformationObject	Alabama	Muskhogean	the Muskhogean language of the Alabama
oewn-06926089-n	dul:InformationObject	oewn-06919215-n	dul:Person	Muskhogean	Amerind	a family of North American Indian languages spoken in the southeastern United States
oewn-06926411-n	dul:InformationObject	oewn-06919215-n	dul:Person	Na-Dene	Amerind	a family of North American Indian languages
oewn-06926544-n	dul:InformationObject	oewn-06919215-n	dul:Person	Mosan	Amerind	a family of Amerindian languages spoken in Washington and British Columbia
oewn-06928377-n	dul:InformationObject	oewn-06919215-n	dul:Person	Caddo	Amerind	a family of North American Indian languages spoken widely in the Midwest by the Caddo
oewn-06929185-n	dul:Person	oewn-06929579-n	dul:InformationObject	Seneca	Iroquoian	the Iroquoian language spoken by the Seneca
oewn-06929579-n	dul:InformationObject	oewn-06919215-n	dul:Person	Iroquoian	Amerind	a family of North American Indian languages spoken by the Iroquois
oewn-06929859-n	coll:AgentCollection	oewn-06919215-n	dul:Person	Quechua	Amerind	the language of the Quechua which was spoken by the Incas
oewn-06930056-n	dul:Person	oewn-06930378-n	dul:InformationObject	Guarani	Tupi-Guarani	the language spoken by the Guarani of Paraguay and Bolivia
oewn-06930378-n	dul:InformationObject	oewn-06919215-n	dul:Person	Tupi-Guarani	Amerind	a family of South American Indian languages
oewn-06930540-n	dul:InformationObject	oewn-06919215-n	dul:Person	Arawak	Amerind	a family of South American Indian languages spoken in northeastern South America
oewn-06930702-n	dul:InformationObject	oewn-06919215-n	dul:Person	Carib	Amerind	the family of languages spoken by the Carib
oewn-06931172-n	dul:InformationObject	oewn-06919215-n	dul:Person	Uto-Aztecan	Amerind	a family of American Indian languages
oewn-06932906-n	dul:InformationObject	oewn-06919215-n	dul:Person	Siouan	Amerind	a family of North American Indian languages spoken by the Sioux
oewn-06933274-n	dul:InformationObject	oewn-06919215-n	dul:Person	Tanoan	Amerind	a family of North American Indian language spoken in southwestern United States
oewn-06933533-n	dul:InformationObject	oewn-06919215-n	dul:Person	Hokan	Amerind	a family of Amerindian languages spoken in California
oewn-06934532-n	coll:AgentCollection	oewn-06934370-n	dul:InformationObject	Achomawi	Shastan	the Shastan language spoken by the Achomawi
oewn-06936657-n	dul:InformationObject	oewn-06919215-n	dul:Person	Penutian	Amerind	a family of Amerindian language spoken in the great interior valley of California
oewn-06937773-n	dul:Person	oewn-06936657-n	dul:InformationObject	Chinookan	Penutian	a Penutian language spoken by the Chinook
oewn-06957772-n	dul:Person	oewn-06956533-n	dul:InformationObject	Slovenian	Slavic	The South Slavic language that is the official language of Slovenia and spoken by the majority of its population
oewn-06982496-n	dul:Person	oewn-06981803-n	dul:InformationObject	Romany	Sanskrit	the Indic language of the Romani
oewn-06987506-n	dul:Person	oewn-06986270-n	dul:InformationObject	Pahlavi	Iranian	the Iranian language of the Zoroastrian literature of the 3rd to 10th centuries
oewn-06987667-n	dul:InformationObject	oewn-06987506-n	dul:Person	Parthian	Pahlavi	the Iranian language spoken in the Parthian kingdom (250 BC to AD 226)
oewn-06987792-n	dul:Person	oewn-06986270-n	dul:InformationObject	Pashto	Iranian	an Iranian language spoken in Afghanistan and Pakistan; the official language of Afghanistan
oewn-07007360-n	coll:AgentCollection	oewn-07006989-n	dul:InformationObject	Xhosa	Nguni	a Bantu language closely related to Zulu, it is the second most common home language in South Africa
oewn-07007452-n	coll:AgentCollection	oewn-07006989-n	dul:InformationObject	Zulu	Nguni	a Bantu language of considerable literary importance in southeastern Africa
oewn-07013729-n	dul:PhysicalAttribute	oewn-13886392-n	dul:Region	curve	line	a line on a graph representing data
oewn-07026665-n	dul:InformationObject	oewn-08476263-n	dul:Collection	string	sequence	a linear sequence (as of characters, words, proteins, etc.)
oewn-07075717-n	dul:InformationRealization	oewn-07075374-n	ontopic:Topic	doo-wop	gospel	a genre (usually a cappella) of Black vocal-harmony music of the 1950s that evolved in New York City from gospel singing; characterized by close four-
oewn-07076008-n	dul:InformationRealization	oewn-07075374-n	ontopic:Topic	soul	gospel	a secular form of gospel that was a major Black musical genre in the 1960s and 1970s
oewn-07085982-n	dul:InformationRealization	oewn-05853859-n	coll:InformationCollection	music genre	genre	an expressive style of music
oewn-07100515-n	dul:Situation	oewn-07097924-n	dul:InformationObject	rhythm	prosody	the arrangement of spoken words alternating stressed and unstressed elements
oewn-07215473-n	dul:Collective	oewn-07215187-n	dul:Action	refutation	answer	the speech act of answering an attack on your assertions
oewn-07215765-n	dul:Action	oewn-07215473-n	dul:Collective	confutation	refutation	the speech act of refuting conclusively
oewn-07215880-n	dul:Action	oewn-07215473-n	dul:Collective	rebuttal	refutation	the speech act of refuting by offering a contrary contention or argument
oewn-07264004-n	dul:Person	oewn-07263469-n	ontopic:Topic	mailer	ad	an advertisement that is sent by mail
oewn-07292620-n	dul:Person	oewn-07034009-n	dul:InformationRealization	Bach	music	the music of Bach
oewn-07292719-n	dul:Person	oewn-07034009-n	dul:InformationRealization	Beethoven	music	the music of Beethoven
oewn-07292851-n	dul:Person	oewn-07034009-n	dul:InformationRealization	Brahms	music	the music of Brahms
oewn-07293215-n	dul:Person	oewn-07034009-n	dul:InformationRealization	Handel	music	the music of Handel
oewn-07293287-n	dul:Person	oewn-07034009-n	dul:InformationRealization	Haydn	music	the music of Haydn
oewn-07293357-n	dul:Person	oewn-07034009-n	dul:InformationRealization	Mozart	music	the music of Mozart
oewn-07293480-n	dul:Person	oewn-07034009-n	dul:InformationRealization	Stravinsky	music	the music of Stravinsky
oewn-07293630-n	dul:Person	oewn-07034009-n	dul:InformationRealization	Wagner	music	the music of Wagner
oewn-07294392-n	coll:Taxon	oewn-07199985-n	dul:Action	order	request	a request for something to be made, supplied, or served
oewn-07294673-n	dul:Action	oewn-07294392-n	coll:Taxon	short order	order	an order for food that can be prepared quickly
oewn-07298313-n	dul:Situation	oewn-00029677-n	dul:Event	happening	event	an event that happens
oewn-07299259-n	dul:EventType	oewn-07298313-n	dul:Situation	accompaniment	happening	an event or situation that happens at the same time as or in connection with another
oewn-07299741-n	dul:EventType	oewn-07298313-n	dul:Situation	avalanche	happening	a sudden appearance of an overwhelming number of things
oewn-07300108-n	dul:EventType	oewn-07298313-n	dul:Situation	experience	happening	an event as apprehended
oewn-07303737-n	dul:EventType	oewn-07298313-n	dul:Situation	trouble	happening	an event causing distress or pain
oewn-07304204-n	dul:EventType	oewn-07298313-n	dul:Situation	miracle	happening	any amazing or wonderful occurrence
oewn-07304311-n	dul:EventType	oewn-07298313-n	dul:Situation	wonder	happening	something that causes feelings of wonder
oewn-07304554-n	dul:Event	oewn-07298313-n	dul:Situation	thing	happening	an event
oewn-07304679-n	dul:EventType	oewn-07298313-n	dul:Situation	episode	happening	a happening that is distinctive in a series of related events
oewn-07305484-n	dul:EventType	oewn-07298313-n	dul:Situation	eventuality	happening	a possible event or occurrence or result
oewn-07305938-n	dul:Task	oewn-07305628-n	dul:Situation	casus belli	beginning	an event used to justify starting a war
oewn-07306035-n	dul:EventType	oewn-07298313-n	dul:Situation	ending	happening	event whose occurrence ends something
oewn-07310808-n	dul:EventType	oewn-07298313-n	dul:Situation	periodic event	happening	an event that recurs at intervals
oewn-07311046-n	dul:EventType	oewn-07298313-n	dul:Situation	change	happening	an event that occurs when something passes from one state or phase to another
oewn-07315578-n	dul:EventType	oewn-07298313-n	dul:Situation	accident	happening	anything that happens suddenly or by chance without an apparent cause
oewn-07317454-n	dul:Event	oewn-07298313-n	dul:Situation	fire	happening	the event of something burning (often destructive)
oewn-07322095-n	dul:EventType	oewn-07298313-n	dul:Situation	incident	happening	a single distinct event
oewn-07322372-n	dul:Event	oewn-07298313-n	dul:Situation	discharge	happening	the sudden giving off of energy
oewn-07324399-n	dul:Event	oewn-07298313-n	dul:Situation	movement	happening	a natural event that involves a change in the position or location of something
oewn-07332364-n	dul:EventType	oewn-07298313-n	dul:Situation	failure	happening	an event that does not accomplish its intended purpose
oewn-07333703-n	dul:EventType	oewn-07298313-n	dul:Situation	success	happening	an event that accomplishes its intended purpose
oewn-07334509-n	dul:Event	oewn-07305628-n	dul:Situation	emergence	beginning	the becoming visible
oewn-07336372-n	dul:EventType	oewn-07298313-n	dul:Situation	appearance	happening	the event of coming into sight
oewn-07339273-n	dul:Event	oewn-07305628-n	dul:Situation	emergence	beginning	the gradual beginning or coming forth
oewn-07339790-n	dul:EventType	oewn-07305628-n	dul:Situation	start	beginning	the beginning of anything
oewn-07341613-n	dul:EventType	oewn-07338522-n	dul:Situation	preliminary	origin	something that serves as a preceding event or introduces what follows
oewn-07342208-n	dul:Relation	oewn-07341157-n	dul:Situation	etiology	cause	the cause of a disease
oewn-07343036-n	dul:Amount	oewn-07342405-n	dul:Situation	unknown quantity	factor	a factor in a given situation whose bearing and importance is not apparent
oewn-07343356-n	dul:System	oewn-07341157-n	dul:Situation	producer	cause	something that produces
oewn-07343542-n	dul:Event	oewn-07305628-n	dul:Situation	creation	beginning	the event that occurred at the beginning of something
oewn-07344607-n	dul:Personification	oewn-07298313-n	dul:Situation	destiny	happening	an event (or a course of events) that will inevitably happen in the future
oewn-07350316-n	dul:EventType	oewn-07298313-n	dul:Situation	disappearance	happening	the event of passing out of sight
oewn-07353929-n	dul:Event	oewn-07298313-n	dul:Situation	contact	happening	the physical coming together of two or more things
oewn-07382412-n	dul:EventType	oewn-07298313-n	dul:Situation	interruption	happening	some abrupt occurrence that interrupts an ongoing activity
oewn-07385893-n	dul:Event	oewn-07298313-n	dul:Situation	sound	happening	the sudden occurrence of an audible event
oewn-07387877-n	dul:Collection	oewn-07298313-n	dul:Situation	union	happening	the occurrence of a uniting of separate parts
oewn-07388081-n	dul:Event	oewn-07387877-n	dul:Collection	amphimixis	union	union of sperm and egg in sexual reproduction
oewn-07388202-n	dul:Event	oewn-07387877-n	dul:Collection	fusion	union	an occurrence that involves the production of a union
oewn-07388403-n	dul:Event	oewn-07387877-n	dul:Collection	combining	union	an occurrence that results in things being united
oewn-07396644-n	dul:Situation	oewn-07405840-n	dul:Event	crepitation rale	rattle	the crackling sound heard on auscultation when patients with respiratory diseases inhale; associated with tuberculosis and pneumonia and congestive he
oewn-07415431-n	dul:EventType	oewn-07298313-n	dul:Situation	news event	happening	a newsworthy event
oewn-07426692-n	dul:Event	oewn-07298313-n	dul:Situation	flash	happening	a sudden intense burst of radiant energy
oewn-07429340-n	dul:EventType	oewn-07298313-n	dul:Situation	convergence	happening	the occurrence of two or more things coming together
oewn-07431314-n	dul:EventType	oewn-07298313-n	dul:Situation	juncture	happening	an event that occurs at a critical time
oewn-07442328-n	dul:Situation	oewn-07441937-n	dul:EventType	fall	weakening	a sudden decline in strength or number or importance
oewn-07442551-n	dul:EventType	oewn-07442328-n	dul:Situation	anticlimax	fall	a disappointing decline after a previous rise
oewn-07448110-n	dul:Method	oewn-07448262-n	dul:EventType	dismemberment	mutilation	the removal of limbs; being cut to pieces
oewn-07449542-n	dul:EventType	oewn-07298313-n	dul:Situation	outburst	happening	a sudden intense happening
oewn-07449873-n	dul:EventType	oewn-07298313-n	dul:Situation	outbreak	happening	a sudden violent spontaneous occurrence (usually of some undesirable condition)
oewn-07461861-n	dul:Event	oewn-07991473-n	coll:AgentCollection	affair	gathering	a formal or official social gathering or ceremony of people
oewn-07463757-n	dul:Event	oewn-08270371-n	coll:AgentCollection	masked ball	masquerade	a ball at which guests wear costumes and masks
oewn-07473244-n	coll:GeneticCollection	oewn-07470961-n	dul:Event	race	contest	a contest of speed
oewn-07491010-n	dul:EventType	oewn-07298313-n	dul:Situation	reverse	happening	an unfortunate happening that hinders or impedes; something that is thwarting or frustrating
oewn-07492727-n	dul:EventType	oewn-07298313-n	dul:Situation	boom	happening	a sudden happening that brings good fortune (as a sudden opportunity to make money)
oewn-07493085-n	dul:Event	oewn-07298313-n	dul:Situation	crash	happening	a sudden large decline of business or the prices of stocks (especially one that causes additional failures)
oewn-07526619-n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	oewn-14060493-n	dul:Situation	fever	excitement	a state of nervous excitement
oewn-07624692-n	dul:Person	oewn-07612936-n	dul:FunctionalSubstance	rock candy	candy	hard bright-colored stick candy (typically flavored with peppermint)
oewn-07676106-n	dul:Person	oewn-07675810-n	dul:FunctionalSubstance	Chateaubriand	fillet	a very thick center cut of beef tenderloin
oewn-07682896-n	dul:Person	oewn-07665463-n	dul:FunctionalSubstance	lamb	meat	the flesh of a young domestic sheep eaten as food
oewn-07714288-n	dul:Person	oewn-07711710-n	dul:FunctionalSubstance	Reuben	sandwich	a hot sandwich with corned beef (or pastrami), Swiss cheese and sauerkraut on rye bread
oewn-07755899-n	dul:Person	oewn-07755482-n	dul:FunctionalSubstance	Baldwin	eating apple	an American eating apple with red or yellow and red skin
oewn-07905965-n	dul:Person	oewn-07905485-n	dul:Substance	Burton	ale	a strong dark English ale
oewn-07906515-n	dul:Person	oewn-07906327-n	dul:Substance	Guinness	stout	a kind of bitter stout
oewn-07949081-n	coll:AgentCollection	oewn-07827392-n	dul:FunctionalSubstance	tea	herb	dried leaves of the tea shrub; used to make tea
oewn-07949394-n	dul:FunctionalSubstance	oewn-07949081-n	coll:AgentCollection	tea bag	tea	a measured amount of tea in a bag for an individual serving of tea
oewn-07950770-n	dul:FunctionalSubstance	oewn-07949081-n	coll:AgentCollection	black tea	tea	fermented tea leaves
oewn-07951392-n	dul:FunctionalSubstance	oewn-07949081-n	coll:AgentCollection	green tea	tea	tea leaves that have been steamed and dried without fermenting
oewn-07951619-n	dul:FunctionalSubstance	oewn-07949081-n	coll:AgentCollection	oolong	tea	Chinese tea leaves that have been partially fermented before being dried
oewn-07967506-n	dul:Collective	oewn-00031563-n	dul:Collection	social group	group	people sharing some social relation
oewn-07972340-n	dul:Collective	oewn-07968050-n	dul:Collection	tenantry	collection	tenants of an estate considered as a group
oewn-07975883-n	dul:FunctionalSubstance	oewn-07968050-n	dul:Collection	agglomeration	collection	a jumbled collection or mass
oewn-07983184-n	dul:Collection	oewn-07967506-n	dul:Collective	minority	social group	a group of people who differ racially or politically from a larger group of which it is a part
