oewn_id	primary_lemma	all_lemmas	pos	current_class	current_tier	current_provenance	rules_triggered	top_proposal	rule_proposals	rationale	gloss	examples	hypernyms	troponym_count	confidence_score	decision
oewn-02455282-v	partake in	partake in	v	dul:Action	propagated_from_hypernym	from oewn-02455121-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be active in		oewn-02455121-v	0	2	
oewn-00910574-v	patronize	patronize|patronise|patronage|support|keep going	v	dul:Action	propagated_from_hypernym	from oewn-00910304-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be a regular customer or client of	We patronize this store | Our sponsor kept our art studio going for as long as he could	oewn-00910304-v	0	2	
oewn-00570818-v	plasticize	plasticize|plasticise	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become plastic, as by having a plasticizer added		oewn-00109468-v	0	2	
oewn-00573865-v	play out	play out	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become spent or exhausted	The champion's strength played out fast	oewn-00109468-v	0	2	
oewn-01828900-v	please	please	v	dul:Action	propagated_from_hypernym	from oewn-01828678-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be the will of or have the will (to)	he could do many things if he pleased	oewn-01828678-v	0	2	
oewn-01947430-v	poise	poise	v	dul:Action	propagated_from_hypernym	from oewn-01947307-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be motionless, in suspension	The bird poised for a few moments before it attacked	oewn-01947307-v	0	2	
oewn-00488118-v	polarize	polarize|polarise	v	dul:State	propagated_from_hypernym	from oewn-01560556-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become polarized in a conflict or contrasting situation		oewn-01560556-v	0	2	
oewn-00333255-v	powderize	powderize|pulverize|pulverise|powderise	v	dul:Action	propagated_from_hypernym	from oewn-00398482-v[tier2_indirect]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become powder or dust	When it was blown up, the building powderized	oewn-00398482-v	0	2	
oewn-01776419-v	pride	pride|plume|congratulate	v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be proud of	He prides himself on making it into law school	oewn-01775456-v	0	2	
oewn-00584600-v	professionalize	professionalize|professionalise	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become professional or proceed in a professional manner or in an activity for pay or as a means of livelihood		oewn-00109468-v	0	2	
oewn-00786536-v	pry	pry	v	dul:Action	propagated_from_hypernym	from oewn-00899241-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be nosey	Don't pry into my personal matters!	oewn-00899241-v	0	2	
oewn-01281618-v	pucker	pucker|ruck|ruck up	v	dul:Action	propagated_from_hypernym	from oewn-01280991-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become wrinkled or drawn together	her lips puckered	oewn-01280991-v	0	2	
oewn-00247816-v	pullulate	pullulate	v	dul:Action	propagated_from_hypernym	from oewn-00156409-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become abundant; increase rapidly		oewn-00156409-v	0	2	
oewn-00290059-v	purple	purple	v	dul:Action	propagated_from_hypernym	from oewn-00281861-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become purple		oewn-00281861-v	0	2	
oewn-01835250-v	puzzle	puzzle	v	dul:Process	propagated_from_hypernym	from oewn-00632042-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be uncertain about; think about without fully understanding or being able to decide	We puzzled over her sudden departure	oewn-00632042-v	0	2	
oewn-01974005-v	queen	queen	v	dul:State	propagated_from_hypernym	from oewn-01082916-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become a queen	her pawn queened	oewn-01082916-v	0	2	
oewn-02194634-v	quieten	quieten|hush|quiet|quiesce|quiet down|pipe down	v	dul:Action	propagated_from_hypernym	from oewn-02195552-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become quiet or quieter	The audience fell silent when the speaker entered	oewn-02195552-v	0	2	
oewn-02147597-v	ramp	ramp	v	dul:Action	propagated_from_hypernym	from oewn-02147248-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be rampant	the lion is rampant in this heraldic depiction	oewn-02147248-v	0	2	
oewn-00745330-v	reach	reach|get through|get hold of|contact	v	dul:Action	propagated_from_hypernym	from oewn-00742582-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be in or establish communication with	Our advertisements reach millions | He never contacted his children after he emigrated to Australia	oewn-00742582-v	3	2	
oewn-02129097-v	reach one's nostrils	reach one's nostrils	v	dul:Action	propagated_from_hypernym	from oewn-02128137-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be smelled; have a strong odor		oewn-02128137-v	0	2	
oewn-02110264-v	record	record|register	v	dul:Action	propagated_from_hypernym	from oewn-02122959-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be aware of	Did you register any change when I pressed the button?	oewn-02122959-v	0	2	
oewn-00068398-v	reek	reek|fume	v	dul:Process	propagated_from_hypernym	from oewn-00067770-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be wet with sweat or blood, as of one's face		oewn-00067770-v	0	2	
oewn-00257169-v	reflate	reflate	v	dul:Action	propagated_from_hypernym	from oewn-00257003-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become inflated again		oewn-00257003-v	0	2	
oewn-02771882-v	reflect	reflect|shine	v	dul:Action	propagated_from_hypernym	from oewn-02773266-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be bright by reflecting or casting light	Drive carefully — the wet road reflects	oewn-02773266-v	5	2	
oewn-02704568-v	reincarnate	reincarnate|transmigrate	v	dul:Process	propagated_from_hypernym	from oewn-00361585-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be born anew in another body after death	Hindus believe that we transmigrate	oewn-00361585-v	0	2	
oewn-00097535-v	rejuvenate	rejuvenate	v	dul:State	propagated_from_hypernym	from oewn-00097695-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become young again	The old man rejuvenated when he became a grandfather	oewn-00097695-v	0	2	
oewn-00026378-v	relax	relax|loosen up|unbend|unwind|decompress|slow down	v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become less tense, rest, or take one's ease	He relaxed in the hot tub | Let's all relax after a hard day's work	oewn-00145958-v	3	2	
oewn-02608209-v	relax	relax|loosen up	v	dul:State	propagated_from_hypernym	from oewn-00010428-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become less tense, less formal, or less restrained, and assume a friendlier manner	our new colleague relaxed when he saw that we were a friendly group	oewn-00010428-v	0	2	
oewn-01812736-v	repel	repel|repulse	v	dul:Action	propagated_from_hypernym	from oewn-01821097-v[tier2_indirect]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be repellent to; cause aversion in		oewn-01821097-v	2	2	
oewn-02547618-v	represent	represent	v	dul:Action	propagated_from_hypernym	from oewn-00833312-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be representative or typical for	This period is represented by Beethoven	oewn-00833312-v	2	2	
oewn-00593432-v	resonate	resonate|come across	v	dul:Action	propagated_from_hypernym	from oewn-00744289-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be received or understood		oewn-00744289-v	1	2	
oewn-02739328-v	resplend	resplend	v	dul:Action	propagated_from_hypernym	from oewn-02771882-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be resplendent or radiant; to shine brightly	The Queen's garments resplended in velvet and jewels	oewn-02771882-v	0	2	
oewn-02734445-v	retail	retail	v	dul:Action	propagated_from_hypernym	from oewn-02733758-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be sold at the retail level	These gems retail at thousands of dollars each	oewn-02733758-v	0	2	
oewn-00169106-v	revive	revive	v	dul:Action	propagated_from_hypernym	from oewn-00311168-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be brought back to life, consciousness, or strength	Interest in ESP revived	oewn-00311168-v	0	2	
oewn-02756029-v	ride	ride	v	dul:Action	propagated_from_hypernym	from oewn-01842593-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be sustained or supported or borne	His glasses rode high on his nose | The child rode on his mother's hips | She rode a wave of popularity | The brothers rode to an easy victory on their father's political name	oewn-01842593-v	0	2	
oewn-01822083-v	rise	rise	v	dul:State	propagated_from_hypernym	from oewn-00122978-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become heartened or elated	Her spirits rose when she heard the good news	oewn-00122978-v	0	2	
oewn-00046099-v	round	round|flesh out|fill out	v	dul:State	propagated_from_hypernym	from oewn-00045868-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become round, plump, or shapely	The young woman is fleshing out	oewn-00045868-v	0	2	
oewn-00565934-v	rumple	rumple|crumple|wrinkle|crease|crinkle	v	dul:Action	propagated_from_hypernym	from oewn-00565772-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become wrinkled or crumpled or creased	This fabric won't wrinkle	oewn-00565772-v	0	2	
oewn-00333482-v	run	run|unravel	v	dul:Action	propagated_from_hypernym	from oewn-00398482-v[tier2_indirect]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become undone	the sweater unraveled	oewn-00398482-v	0	2	
oewn-02064720-v	run	run|bleed	v	dul:Action	propagated_from_hypernym	from oewn-02064069-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be diffused	These dyes and colors are guaranteed not to run	oewn-02064069-v	1	2	
oewn-02726779-v	run	run	v	dul:Action	propagated_from_hypernym	from oewn-02726906-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be affected by; be subjected to	run a temperature | run a risk	oewn-02726906-v	0	2	
oewn-02777714-v	run dry	run dry|dry out	v	dul:State	propagated_from_hypernym	from oewn-00219829-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become empty of water	The river runs dry in the summer	oewn-00219829-v	0	2	
oewn-00562648-v	run out	run out	v	dul:Action	propagated_from_hypernym	from oewn-02615799-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become used up; be exhausted	Our supplies finally ran out	oewn-02615799-v	0	2	
oewn-00240500-v	rust	rust	v	dul:Process	propagated_from_hypernym	from oewn-00240207-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become coated with oxide		oewn-00240207-v	0	2	
oewn-02730580-v	rut	rut	v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be in a state of sexual excitement; of male mammals		oewn-01775456-v	0	2	
oewn-01831367-v	salivate	salivate|drool	v	dul:Action	propagated_from_hypernym	from oewn-01831174-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be envious, desirous, eager for, or extremely happy about something	She was salivating over the raise she anticipated	oewn-01831174-v	0	2	
oewn-02128966-v	salute	salute	v	dul:Action	propagated_from_hypernym	from oewn-02128797-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become noticeable	a terrible stench saluted our nostrils	oewn-02128797-v	0	2	
oewn-00539932-v	saponify	saponify	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become converted into soap by being hydrolized into an acid and alcohol as a result of being treated with an alkali	the oil saponified	oewn-00109468-v	0	2	
oewn-00220023-v	scorch	scorch	v	dul:State	propagated_from_hypernym	from oewn-00219829-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become scorched or singed under intense heat or dry conditions	The exposed tree scorched in the hot sun	oewn-00219829-v	0	2	
oewn-00583820-v	scorch	scorch|sear|singe	v	dul:State	propagated_from_hypernym	from oewn-00377673-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become superficially burned	my eyebrows singed when I bent over the flames	oewn-00377673-v	0	2	
oewn-01771464-v	seethe	seethe|boil	v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be in an agitated emotional state	The customer was seething with anger	oewn-01775456-v	3	2	
oewn-02546948-v	service	service|serve	v	dul:Action	propagated_from_hypernym	from oewn-01528454-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be used by; as of a utility	The sewage plant served the neighboring communities | The garage served to shelter his horses	oewn-01528454-v	0	2	
oewn-00416668-v	set in	set in	v	dul:Action	propagated_from_hypernym	from oewn-02614382-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become established	winter has set in	oewn-02614382-v	0	2	
oewn-00416323-v	settle	settle|root|take root|steady down|settle down	v	dul:Action	propagated_from_hypernym	from oewn-00272745-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become settled or established and stable in one's residence or life style	He finally settled down	oewn-00272745-v	1	2	
oewn-00559750-v	settle	settle	v	dul:State	propagated_from_hypernym	from oewn-00149403-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become resolved, fixed, established, or quiet	The roar settled to a thunder | The wind settled in the West | it is settling to rain | A cough settled in her chest | Her mood settled into lethargy	oewn-00149403-v	0	2	
oewn-01990729-v	settle	settle	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become clear by the sinking of particles	the liquid gradually settled	oewn-00109468-v	0	2	
oewn-00537068-v	shallow	shallow|shoal	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become shallow	the lake shallowed over time	oewn-00109468-v	0	2	
oewn-00393016-v	sharpen	sharpen	v	dul:Action	propagated_from_hypernym	from oewn-00226992-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become sharp or sharper	The debate sharpened	oewn-00226992-v	0	2	
oewn-02712246-v	shillyshally	shillyshally	v	dul:Process	propagated_from_hypernym	from oewn-02711906-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be uncertain and vague		oewn-02711906-v	0	2	
oewn-02662054-v	shine	shine	v	dul:Action	propagated_from_hypernym	from oewn-00941308-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be clear and obvious	A shining example	oewn-00941308-v	0	2	
oewn-00317295-v	shorten	shorten	v	dul:Action	propagated_from_hypernym	from oewn-00151509-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become short or shorter	In winter, the days shorten	oewn-00151509-v	0	2	
oewn-02144017-v	show	show|show up	v	dul:Event	propagated_from_hypernym	from oewn-00423043-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be or become visible or noticeable	His good upbringing really shows | The dirty side will show	oewn-00423043-v	1	2	
oewn-00890750-v	sign	sign	v	dul:Action	propagated_from_hypernym	from oewn-00890307-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be engaged by a written agreement	He signed to play the casino on Dec. 18 | The soprano signed to sing the new opera	oewn-00890307-v	7	2	
oewn-01482175-v	silt up	silt up|silt	v	dul:Action	propagated_from_hypernym	from oewn-01481233-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become chocked with silt	The river silted up	oewn-01481233-v	0	2	
oewn-02028720-v	sit	sit	v	dul:Action	propagated_from_hypernym	from oewn-02028354-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be in session	When does the court of law sit?	oewn-02028354-v	0	2	
oewn-02379190-v	sit by	sit by|sit back	v	dul:Action	propagated_from_hypernym	from oewn-02133118-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be inactive or indifferent while something is happening	Don't just sit by while your rights are violated!	oewn-02133118-v	0	2	
oewn-00422361-v	slacken	slacken	v	dul:Action	propagated_from_hypernym	from oewn-00223926-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become looser or slack	the rope slackened	oewn-00223926-v	0	2	
oewn-00590864-v	smell	smell|smell out|sense	v	dul:Process	propagated_from_hypernym	from oewn-00592914-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become aware of not through the senses but instinctively	I sense his hostility | I smell trouble | smell out corruption	oewn-00592914-v	0	2	
oewn-00548301-v	smoothen	smoothen	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become smooth		oewn-00109468-v	0	2	
oewn-00210907-v	smut	smut	v	dul:Process	propagated_from_hypernym	from oewn-00211164-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become affected with smut	the corn smutted and could not be eaten	oewn-00211164-v	0	2	
oewn-00148938-v	sober up	sober up|sober	v	dul:State	propagated_from_hypernym	from oewn-00149403-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become sober after excessive alcohol consumption	Keep him in bed until he sobers up	oewn-00149403-v	0	2	
oewn-00149116-v	sober up	sober up|sober	v	dul:State	propagated_from_hypernym	from oewn-00149403-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become more realistic	After thinking about the potential consequences of his plan, he sobered up	oewn-00149403-v	0	2	
oewn-02118539-v	solarize	solarize|solarise	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become overexposed	The film solarized	oewn-00109468-v	0	2	
oewn-01608613-v	sop	sop|soak through	v	dul:Action	propagated_from_hypernym	from oewn-01608458-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be or become thoroughly soaked or saturated with a liquid		oewn-01608458-v	0	2	
oewn-01192810-v	souse	souse|soak|inebriate|hit it up	v	dul:Action	propagated_from_hypernym	from oewn-01173463-v[tier1_derivation]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become drunk or drink excessively		oewn-01173463-v	0	2	
oewn-01541573-v	spat	spat	v	dul:Action	propagated_from_hypernym	from oewn-01293025-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become permanently attached	mollusks or oysters spat	oewn-01293025-v	0	2	
oewn-02547838-v	speak for	speak for	v	dul:Action	propagated_from_hypernym	from oewn-02547618-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be a spokesperson for	He speaks for the Government's position	oewn-02547618-v	0	2	
oewn-02445473-v	spearhead	spearhead	v	dul:Action	propagated_from_hypernym	from oewn-02445109-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be the leader of	She spearheaded the effort to find a cure for the disease	oewn-02445109-v	0	2	
oewn-01023982-v	specify	specify|particularize|particularise|specialize|specialise	v	dul:Action	propagated_from_hypernym	from oewn-00957633-v[tier2_indirect]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be specific about	Could you please specify your criticism of my paper?	oewn-00957633-v	1	2	
oewn-02156130-v	spectate	spectate	v	dul:Action	propagated_from_hypernym	from oewn-02155378-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be a spectator in a sports event		oewn-02155378-v	0	2	
oewn-02146886-v	splurge	splurge	v	dul:Action	propagated_from_hypernym	from oewn-02146446-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be showy or ostentatious		oewn-02146446-v	0	2	
oewn-00511039-v	spot	spot	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become spotted	This dress spots quickly	oewn-00109468-v	2	2	
oewn-01376509-v	spray	spray	v	dul:Action	propagated_from_hypernym	from oewn-01378910-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be discharged in sprays of liquid	Water sprayed all over the floor	oewn-01378910-v	0	2	
oewn-01382787-v	spread	spread|propagate	v	dul:State	propagated_from_hypernym	from oewn-01835473-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become distributed or widespread	the infection spread | Optimism spread among the population	oewn-01835473-v	1	2	
oewn-02172514-v	squint	squint	v	dul:Action	propagated_from_hypernym	from oewn-02134989-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be cross-eyed; have a squint or strabismus		oewn-02134989-v	0	2	
oewn-01430836-v	stand	stand	v	dul:Action	propagated_from_hypernym	from oewn-01430644-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be available for stud services	Stallions are standing for stud service on the designated farm	oewn-01430644-v	0	2	
oewn-02644528-v	stand by	stand by|stick around|stick about	v	dul:Action	propagated_from_hypernym	from oewn-02644022-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be available or ready for a certain function or service		oewn-02644022-v	0	2	
oewn-01119398-v	stand out	stand out	v	dul:Action	propagated_from_hypernym	from oewn-01119003-v[tier2_indirect]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be stubborn in resolution or resistance		oewn-01119003-v	0	2	
oewn-01724857-v	star	star	v	dul:Action	propagated_from_hypernym	from oewn-01716563-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be the star in a performance		oewn-01716563-v	1	2	
oewn-01190677-v	starve	starve|hunger|famish	v	dul:Action	propagated_from_hypernym	from oewn-00064841-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be hungry; go without food	Let's eat — I'm starving!	oewn-00064841-v	0	2	
oewn-00537887-v	steepen	steepen	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become steeper	The mountain side has steepened	oewn-00109468-v	0	2	
oewn-02711692-v	straddle	straddle	v	dul:Action	propagated_from_hypernym	from oewn-00633399-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be noncommittal		oewn-00633399-v	0	2	
oewn-01575559-v	strain	strain|tense	v	dul:State	propagated_from_hypernym	from oewn-00420903-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become stretched or tense or taut	the bodybuilder's neck muscles tensed | the rope strained when the weight was attached	oewn-00420903-v	0	2	
oewn-00305609-v	strangulate	strangulate	v	dul:State	propagated_from_hypernym	from oewn-00305203-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become constricted	The hernia will strangulate	oewn-00305203-v	0	2	
oewn-01785339-v	strong-arm	strong-arm|bully|browbeat|bullyrag|ballyrag|boss around|hector|push around	v	dul:Action	propagated_from_hypernym	from oewn-01784999-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be bossy towards	Her big brother always bullied her when she was young	oewn-01784999-v	1	2	
oewn-02554285-v	subserve	subserve	v	dul:Action	propagated_from_hypernym	from oewn-02553283-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be helpful or useful		oewn-02553283-v	0	2	
oewn-02263424-v	substitute	substitute|sub|stand in|fill in	v	dul:Action	propagated_from_hypernym	from oewn-02262178-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be a substitute	The young teacher had to substitute for the sick colleague | The skim milk substitutes for cream — we are on a strict diet	oewn-02262178-v	0	2	
oewn-02699684-v	subtend	subtend|delimit	v	dul:Action	propagated_from_hypernym	from oewn-02672590-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be opposite to; of angles and sides, in geometry		oewn-02672590-v	0	2	
oewn-02626546-v	succumb	succumb|yield	v	dul:Event	propagated_from_hypernym	from oewn-00359085-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be fatally overwhelmed		oewn-00359085-v	0	2	
oewn-00064841-v	suffer	suffer|hurt|ache	v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be in pain		oewn-01775456-v	14	2	
oewn-00205234-v	suffer	suffer|lose	v	dul:Action	propagated_from_hypernym	from oewn-00204228-v[tier2_indirect]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be set at a disadvantage	This author really suffers in translation | The painting loses something in this light	oewn-00204228-v	0	2	
oewn-02675578-v	suffice	suffice|do|answer|serve	v	dul:Action	propagated_from_hypernym	from oewn-02677669-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be sufficient; be adequate, either in quality or quantity	A few words would answer | This car suits my purpose well | Will $100 do? | A ‘B’ grade doesn't suffice to get me into medical school | Nothing else will serve	oewn-02677669-v	5	2	
oewn-00360165-v	suffocate	suffocate|stifle|asphyxiate	v	dul:Event	propagated_from_hypernym	from oewn-00359085-v[tier1_derivation]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be asphyxiated; die from lack of oxygen	The child suffocated under the pillow	oewn-00359085-v	1	2	
oewn-00391905-v	suffocate	suffocate|choke	v	dul:State	propagated_from_hypernym	from oewn-02632685-v[propagated_from_hypernym]	R1	dul:Achievement	R1:dul:Achievement	R1=gloss_starts_'become'	become stultified, suppressed, or stifled	He is suffocating — living at home with his aged parents in the small village	oewn-02632685-v	0	2	
oewn-02708690-v	suit	suit|accommodate|fit	v	dul:Action	propagated_from_hypernym	from oewn-01185870-v[propagated_from_hypernym]	R1	dul:State	R1:dul:State	R1=gloss_starts_'be'	be agreeable or acceptable to	This suits my needs	oewn-01185870-v	1	2	
